title,rating,reviewCount,category,attributes,address,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,latitude,longitude
Бар „Шарлот“,4.8,13,Bar,Dine-in;Kerbside pickup;Delivery;,MK Debarca 10 Skopje 1000,+389 70 230 030,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMUagDKwqZ3QT8vDBtGjXho4tHBwragCiRJKZIU=w408-h544-k-no,41.9965625,21.4240625
Amigos,4.5,1391,Restaurant,Dine-in;Takeaway;Delivery;Mexican,Macedonia 11 Skopje 1000,+389 71 230 315,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPsDi2vX098HFN2f10M-RrKzfjVpO7It61aNONF=w408-h331-k-no,41.9933125,21.4300625
Bubble Bar,3,6,Bar,;,Belasitsa 2 Skopje 1000,,10AM–10PM,10AM–10PM,10AM–10PM,10AM–10PM,10AM–10PM,10AM–10PM,10AM–10PM,https://lh5.googleusercontent.com/p/AF1QipOFwfIhB7v6JUN7nCyQO1HU-Dlth4NnuR1DTEwJ=w408-h544-k-no,41.9974375,21.4528125
BAZA - БАЗА,5,2,Bar,;,Arhiepiskop Angelarij 1A Skopje 1000,+389 70 890 116,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipMtbi2hznSAcjunU6EWv4QkJ9eCSAtwyDLlJUL6=w408-h306-k-no,41.9994375,21.4351875
Madison Garden,4.1,30,Restaurant,Dine-in;Takeaway;Delivery;,Boulevard Saint Clement of Ohrid 29 Skopje 1000,+389 76 873 853,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipM8xgg5Q_DR-Z5JPo-dmh98DmnywqPadgUD4PE1=w408-h544-k-no,41.9939375,21.4258125
Skybar - Russia Hotel,4.7,46,Restaurant,Dine-in;,AVNOJ Blvd 22 Skopje 1000,+389 2 240 0030,Closed,8PM–3AM,8PM–3AM,8PM–3AM,8PM–3AM,8PM–3AM,8PM–3AM,https://lh5.googleusercontent.com/p/AF1QipOZK9S90DAQyv6WwN3WGzevnBqGkrlM5eLwK-XS=w408-h725-k-no,41.9930625,21.4654375
Lounge Bar Bis,4.5,536,Cafe,Dine-in;Takeaway;,Ul. Dragisha Mishkovic bb Скопје MK 1000,+389 2 614 8812,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPSeaGP0f9cdn7tTXaGgey-ztTh7mTAjYdU10WT=w408-h306-k-no,42.0068125,21.4021875
EQUILIBRIUM Restaurant & Coffee Bar,4.5,1980,Restaurant,Dine-in;Takeaway;Delivery;Modern European,Metodija Shatorov-Sharlo 11 Skopje 1000,+389 2 609 0555,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNVG7XmYaCHuSfobxQOgb2mNmcwC1hPcfKfKRYr=w408-h272-k-no,41.9865625,21.4541875
La Terrazza Restaurant,4.4,1457,Restaurant,Dine-in;Takeaway;Italian,Plostad Makedonija Skopje 1000,+389 2 311 3380,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,9AM–1AM,9AM–1AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipM0Qg_83I80ZGc52p1vHzcrr90mIxFFJHPlV1RD=w408-h306-k-no,41.9951875,21.4316875
Distrikt,4.5,772,Restaurant,Dine-in;Takeaway;Delivery;,Plostad Makedonija 7 Skopje 1000,+389 71 238 522,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7:30AM–1AM,7AM–12AM,https://lh5.googleusercontent.com/p/AF1QipP-rrzrIWwiwLxzvRlYeU67wyVZFgh1babYsdc1=w408-h272-k-no,41.9961875,21.4304375
Taverna Toscana,4.7,72,Restaurant,Dine-in;Takeaway;,Митрополит Теодосиј Гoлоганов 72 Скопје 1000 Mitropolit Teodosij Gologanov 72 Skopje 1000,+389 72 305 802,2PM–12AM,2PM–12AM,2PM–12AM,2PM–12AM,2PM–1AM,2PM–1AM,2PM–12AM,https://lh5.googleusercontent.com/p/AF1QipMLYZGS-no2A65TgOgv154EJu4huN85KbpTP5SL=w408-h306-k-no,41.9960625,21.4090625
Old City House,4.5,1715,Restaurant,Dine-in;Takeaway;Eastern European,Boulevard Phillip the Second of Macedon 14 Skopje 1000,+389 2 313 1376,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,12PM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipNggdkfclL5-VoFLMjMp637O4CZfH9Sk6I3Clm0=w408-h306-k-no,41.9969375,21.4383125
Gino,4.4,1673,Restaurant,Dine-in;Takeaway;Delivery;,GTC floor 1 loc. 205 Skopje 1000,+389 2 312 1109,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–1AM,https://lh5.googleusercontent.com/p/AF1QipP3ah7aEf8fOyLfbsdHDj8HEWYPZKVoiTpVt4Zq=w408-h306-k-no,41.9943125,21.4340625
Restaurant Dva Еlena,4.4,560,Restaurant,Dine-in;Takeaway;Delivery;,Zagrebska 31 Skopje 1000,+389 2 306 0900,10:30AM–12AM,10:30AM–12AM,10:30AM–12AM,10:30AM–12AM,10:30AM–1AM,10:30AM–1AM,10:30AM–11PM,https://lh5.googleusercontent.com/p/AF1QipPfmQFfIwMXldl_tFfES2kjrucpIVjlmBzFucpk=w426-h240-k-no,41.9929375,21.4079375
National Restaurant Makedonska Kukja,4.4,962,Restaurant,Dine-in;Takeaway;Delivery;Eastern European,Teodosie Gologanov no 63 nearby Alumina Mitropolit Teodosij Gologanov Skopje 1000,+389 2 329 6415,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPDf0-Ec1YiZhQBtox94WKbIovvQUc7uArA8vbx=w408-h271-k-no,41.9960625,21.4021875
Vodenica Mulino,4.6,751,Restaurant,Dine-in;Takeaway;,Mitropolit Teodosij Gologanov 69 Skopje 1000,+389 2 323 2877,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipN-ySFGU_BxxEoz6BWfV3uDsUNry38DDWMlL9Vn=w426-h240-k-no,41.9948125,21.4135625
Carpe Diem - Fine Wine & Dine,4.4,957,Restaurant,Dine-in;Takeaway;,MK Кеј 13-ти Ноември Skopje 1000,+389 70 355 750,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOFuhCT1saCtTht50lM29oO-uYQOtLK2AVcx3ZJ=w408-h240-k-no-pi0.02126462-ya42.092587-ro0.40229648-fo100,41.9951875,21.4354375
Skopski Merak,4.6,3143,Restaurant,Dine-in;Kerbside pickup;Delivery;Eastern European,Ul Debarca St 51 Skopje 1000,+389 78 343 630,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,11AM–1AM,https://lh5.googleusercontent.com/p/AF1QipMYgG54nOJkAcB8nccafl38JjhZeawcB4ivgAkJ=w408-h272-k-no,42.0010625,21.4199375
Dukat Gostilnica,4.6,2033,Restaurant,Dine-in;Takeaway;,MK Boulevard Mitropolit Teodosij Gologanov 79 Skopje 1000,+389 72 306 198,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNi-uZVLUCE8NHOGqSWi82VHCfIfwFR3HKZI3K6=w408-h281-k-no,41.9949375,21.4129375
Destan,4,1384,Restaurant,Dine-in;Takeaway;Barbecue,Казанџиска Skopje 1000,+389 2 322 4063,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,https://lh5.googleusercontent.com/p/AF1QipNxdzlH3giLe3jx7tc2ev9vMoa12EbGh7bWy9wA=w408-h306-k-no,41.9998125,21.4360625
Pelister,4.5,2223,Restaurant,;,Boulevard Macedonia Skopje 1000,+389 2 311 2482,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–11PM,https://lh5.googleusercontent.com/p/AF1QipNNpdRSgx9_P7ATIGYZo4QxYZLTGrM3bn_oJKHN=w408-h306-k-no,41.9953125,21.4314375
Olive,4.5,229,Restaurant,Dine-in;Takeaway;,Pariska Skopje 1000,+389 2 306 6623,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–6PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNe-6nHfWLKzEFKp68CVB6xI1n4ehXq7XjUqa9h=w408-h272-k-no,42.0015625,21.4014375
Lyra,4.4,528,Restaurant,Dine-in;Takeaway;,Nikola Tesla 11 Skopje 1000,+389 2 308 3020,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMWVVytD3ntsl4fKydoIDa1e4pILLjEYM6-XjbV=w426-h240-k-no,42.0059375,21.4109375
"Gradska Kafeana ""Kaj Jole""",4.5,371,Restaurant,Dine-in;Takeaway;,Maksim Gorki 18 Skopje 1000,+389 2 320 0099,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipO1YOmPuyW5ZQ5pHu79uBcmRnTDvWVBFT8ZNbnf=w408-h543-k-no,41.9964375,21.4283125
Chardak,4.3,546,Restaurant,Dine-in;Takeaway;Eastern European,MK Gjorgji Peshkov Skopje 1000,+389 70 410 919,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–1AM,8:30AM–12AM,8:30AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPf1y3lRAHbXnWjKRAe0MNtPHZ7KjSwXkcATnjp=w481-h240-k-no,42.0020625,21.4221875
Sidro,4.5,583,Restaurant,Dine-in;Takeaway;Seafood,Атинска 21 Skopje 1000,+389 71 277 076,1–11PM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,12–7PM,https://lh5.googleusercontent.com/p/AF1QipNTPSwJt7KkwY8P9f6XyqDsCIaPFg2C1EQUtSl4=w427-h240-k-no,41.9974375,21.4098125
Trend,3.9,1824,Restaurant,Dine-in;Takeaway;Delivery;,4 Nikola Vapcarov 2 Skopje 1000,+389 71 368 846,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipN4-m8XRr61-17AMSCfRV-M1S1YayEkUDzRVS73=w506-h240-k-no,41.9958125,21.4306875
Pivnica An,4.4,157,Restaurant,Dine-in;Takeaway;,Gradishte 14 Skopje 1000,+389 2 321 2111,9:30AM–12AM,9:30AM–12AM,9:30AM–12AM,9:30AM–12AM,9:30AM–1AM,9:30AM–1AM,12:30PM–12AM,https://lh5.googleusercontent.com/p/AF1QipOXyL7fzoT5NMfnqQKchCFSL2CbGljPmMWulRZU=w408-h306-k-no,42.0000625,21.4366875
La Puerta,4.5,273,Restaurant,Dine-in;Takeaway;Delivery;,ГТЦ Први Кат страна на жена парк Skopje Skopje MK 1000,+389 78 442 897,8AM–11PM,8AM–11PM,8AM–11PM,8AM–11PM,8AM–11PM,8AM–11PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNyAuraAk82HRKKcybkSirxJRn7tLi1gx17dA8K=w408-h306-k-no,41.9945625,21.4336875
Nadžak,4.5,753,Restaurant,Dine-in;Kerbside pickup;Delivery;,MK Orce Nikolov 105 Skopje 1000,+389 75 438 148,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,https://lh5.googleusercontent.com/p/AF1QipOmvuXdeumZbtNyIFtIISFTRx6KNfbYJkD4lrU9=w408-h271-k-no,42.0014375,21.4214375
Baba Cana Vodno,4.4,1155,Restaurant,Dine-in;Takeaway;,Partenija Zografski 34 Skopje 1000,+389 2 312 6390,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,12–10PM,https://lh5.googleusercontent.com/p/AF1QipNlbzOLkNKRyXA3ABtHwMgBa0BtichVe8pOSzke=w408-h306-k-no,41.9868125,21.4194375
Restaurant Kaj Pero,4.4,577,Restaurant,Dine-in;Takeaway;Delivery;,Orce Nikolov 109 Skopje 1000,+389 2 323 2898,Closed,2PM–12AM,2PM–12AM,2PM–12AM,2PM–1AM,2PM–1AM,2PM–12AM,https://lh5.googleusercontent.com/p/AF1QipNMs4kcxcwlCyMM6E2e8YKRixlcLYZqq_p0QZZ5=w408-h306-k-no,42.0015625,21.4208125
Restaurant Harmony,4.7,36,Restaurant,Dine-in;Takeout;Macrobiotic,Miroslav Krleza Skopje 1000,+389 2 521 3466,10AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipP8e1vCJBCWwREOREci5es17CCEj7uje4Qq7cOr=w408-h306-k-no,41.9975625,21.4240625
Plaza de Toros,4.2,1468,Restaurant,Dine-in;Takeout;,Kej 13-ti Noemvri no.65 Skopje 1000,+389 2 322 8155,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipM2XNmB_1oZ6i2riBT7aclXyF2YmpzPubwmjUdp=w408-h306-k-no,41.9951875,21.4351875
Antica,4.6,421,Restaurant,Dine-in;Curbside pickup;,MK Debarca 53 Skopje 1000,+389 77 855 863,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,12PM.–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOTOQMo0mAxqQWCQdXFwYuXG-atP57MjS_WV3Ai=w408-h306-k-no,42.0011875,21.4196875
Idadija M,4.4,345,Restaurant,Dine-in;Takeout;Delivery;,MK Zivko MK Zhivko Chingo 1 Skopje 1000,+389 2 312 1312,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–1AM,12PM.–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOoTRUbUq6gEAzHT80BLiudgl0TnjZ2giY8eSr7=w493-h240-k-no,42.0013125,21.4209375
Restoran Domini,4.5,185,Restaurant,Dine-in;Takeout;,Boulevard Krushevska Republika 27-21 Skopje 1000,+389 70 242 388,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipOnIWEO9pMwf3wUl1SWAs2-ZgjAQlS-hfEfhgwn=w408-h544-k-no,41.9909375,21.4409375
Restaurant Merkez,3.9,108,Restaurant,Dine-in;Takeout;Turkish,Old Bazaar Skopje 1000,+389 71 539 100,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOr4-rmfjsDhKqADIpd-7mXZCY6IxKMF2tVi3wV=w408-h306-k-no,42.0004375,21.4368125
Bure - Barrel,4.1,334,Restaurant,Dine-in;Takeout;,Bulevar Partizanski Odredi 62 A/1 -8 C5 Skopje 1000,+389 77 596 066,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMPqwJHqPhGLTHCQ8Qe8xXnuw7zaEdt9ek78OhF=w408-h408-k-no,42.0030625,21.4001875
Vavilon Restaurant,4.3,56,Restaurant,Dine-in;Takeout;,1000 Skopje 1000,,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,https://lh5.googleusercontent.com/p/AF1QipOe1WoWiuoww_BvUuXbirCzGio3LSvehQiMaGV-=w408-h544-k-no,42.0004375,21.4369375
Soul Kitchen - Macedonian Wine & Cuisine,4.4,1837,Restaurant,Dine-in;Takeout;Delivery;Soul food,MK Кеј 13-ти Ноември Skopje 1000,+389 78 887 733,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOiknoNT1O_8StaCNKoygSsVF6ujM65ub1gJtqw=w426-h240-k-no,41.9955625,21.4339375
Skadarlija,4.4,370,Restaurant,Dine-in;Takeout;,Orce Nikolov Skopje 1000,+389 2 305 2717,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,12–8PM.,https://lh5.googleusercontent.com/p/AF1QipOfHd6aHnFpvEkn0MRpcM8lc7ToN_MxBMsmYQ_a=w408-h272-k-no,42.0045625,21.4146875
Light,4.5,234,Restaurant,Dine-in;Takeout;Delivery;,Mitropolit Teodosij Gologanov 49 Skopje 1000,+389 71 386 386,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,9AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipM99v6Jd0HyVYpGEibevHWfyFMydO9Ee5fgUHSz=w408-h240-k-no-pi0-ya240-ro0-fo100,41.9946875,21.4209375
Casablanca Restaurant,4.7,325,Restaurant,Dine-in;Takeout;,Skopje 1000,+389 70 398 634,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOjer1j2-fH8_SHRtzoJmXn8Ndpy55tmHcmIfuP=w493-h240-k-no,42.0070625,21.4261875
St. Patrick,4.4,2196,Restaurant,Dine-in;Takeout;,Кеј 13-ти Ноември 8 Skopje 1000,+389 2 325 6337,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOjgwKcQrfTpM-HNp54S8ewqEyP2c105IUEIfPl=w408-h306-k-no,41.9950625,21.4356875
511,4.5,122,Restaurant,Dine-in;Takeout;Delivery;Pizza,MK Vasil Gjorgov 29 Skopje 1000,+389 2 321 3735,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,12PM.–12AM,12PM.–12AM,https://lh5.googleusercontent.com/p/AF1QipMXk5i_zwvr5vU-wcNP8AfoNp6P1fGjULNQ59fc=w426-h240-k-no,41.9924375,21.4163125
Restaurant Buket,4.2,83,Restaurant,Dine-in;Curbside pickup;Delivery;,MK Boulevard Saint Clement of Ohrid Skopje 1000,+389 2 311 2112,9AM–6PM.,9AM–6PM.,9AM–6PM.,9AM–6PM.,9AM–6PM.,9AM–6PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipPOkFtVmyFOebk7mM5c5OM0AurK956ScvRWhCrx=w408-h459-k-no,41.9945625,21.4244375
Matto Napoletano,4.6,224,Restaurant,Dine-in;Curbside pickup;Italian,Debarca 2a Skopje 1000,+389 71 343 063,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11PM.,8AM–11:30PM.,https://lh5.googleusercontent.com/p/AF1QipPG4ggYsvcp2WXZwYAkAMVbfkDQ-dyojrh5PqwR=w408-h272-k-no,41.9963125,21.4243125
Jadica Restoran,4.6,180,Restaurant,Dine-in;Takeout;Seafood,Varsavska 6 Skopje 1000,+389 2 307 1001,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–9PM.,https://lh5.googleusercontent.com/p/AF1QipNH3j8jvmzW4n7UQUTIVFUKrS9qMYjoUNfAR33a=w408-h306-k-no,42.0003125,21.4019375
Granche Restaurant,4.9,16,Restaurant,Dine-in;Takeout;,Boulevard 8-mi Septemvri 18 Skopje 1000,+389 70 353 611,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipPRx2gHXx_chCjcBpwtSA11V3RJyuw0q8g-Jl4E=w408-h510-k-no,42.0063125,21.4064375
Turist,4,23,Restaurant,Dine-in;Takeout;Turkish,MK Maksim Gorki no.5/1 Skopje 1000,,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,https://lh5.googleusercontent.com/p/AF1QipM_2hqk0WziqiNEp_gh2minpvyW2b_RClWSrYk=w408-h306-k-no,41.9959375,21.4299375
Taverna Trpe-Zarija,4.6,31,Restaurant,Dine-in;Takeout;Seafood,Naum Naumovski Borche 56 Skopje 1000,+389 70 806 080,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,https://lh5.googleusercontent.com/p/AF1QipPCYcPNUiuhtevhPisIo615pBr4sZylzOxibfXx=w426-h240-k-no,41.9991875,21.4239375
Brunch Box Eatery,4.7,100,Restaurant,Dine-in;Takeout;Delivery;,Диме Аницин 15 Skopje 1000,+389 77 661 424,8:30AM–5PM.,8:30AM–5PM.,8:30AM–5PM.,8:30AM–5PM.,8:30AM–5PM.,9:30AM–3:30PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipMN17ddeENyW-awo9pYSjBqIlc7-OPu0m8PeYim=w408-h306-k-no,41.9963125,21.4155625
