,title,rating,reviewCount,category,attributes,address,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday
263,Phoenix Coffee Bar,4.9,14.0,Cafe,,"Московска 7, Skopje 1000, North Macedonia",+389 77 743 063,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,10a.m.–10p.m.
264,HealthyWealthyBar,5.0,12.0,Bar,,"MK, Bagdadska 15, Skopje 1000, North Macedonia",+389 78 232 201,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–7p.m.,Closed
265,Sistem Pub,4.7,203.0,Bar,,"XFQ5+RX3, Boulevard Jane Sandanski, Skopje 1000, North Macedonia",+389 2 244 7033,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,9a.m.–12a.m.
266,Mraz bar,,,Bar,,"2C4R+286, Skopje 1000, North Macedonia",,,,,,,,
267,The Hut,4.9,14.0,Bar,,"Ul, Dimche Mirchev 4, Skopje 1000, North Macedonia",+389 71 277 297,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
268,Food Bar Trend,3.7,1605.0,Cafe,·  Dine-in  ·  Takeout  ·  Delivery,"Ljubljanska br4, Skopje 1000, North Macedonia",+389 70 306 425,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–11:30p.m.,9a.m.–12a.m.,9a.m.–11:30p.m.,9a.m.–12a.m.
269,Bravo Coffee bar,4.1,7.0,Espresso bar,,"XCXQ+RHH, Skopje 1000, North Macedonia",+389 77 496 265,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,12p.m.–12a.m.
270,La Cafeteria,4.7,6.0,Bar,,"Boulevard 8mi Septemvri br.18, Skopje 1000, North Macedonia",+389 71 334 041,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,9a.m.–2p.m.,9a.m.–2p.m.
271,Corner Bar & Kitchen,4.5,70.0,Bar & grill,·  Dine-in,"Blvd. Partizanski Odredi 151, Skopje 1000, North Macedonia",+389 70 377 454,8:30a.m.–1a.m.,8:30a.m.–1a.m.,8:30a.m.–1a.m.,8:30a.m.–1a.m.,8:30a.m.–1a.m.,8:30a.m.–1a.m.,8:30a.m.–1a.m.
272,Skara Bar,4.5,809.0,Restaurant,·  Dine-in  ·  Takeout,"Varsavska 70, Skopje 1000, North Macedonia",+389 75 727 110,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,12–8p.m.
273,Bar Industrial,,,Bar,,"XCVC+5CH, Naroden Front, Skopje 1000, North Macedonia",+389 75 321 725,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
274,Restaurant Kaj Pero,4.4,577.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Orce Nikolov 109, Skopje 1000, North Macedonia",+389 2 323 2898,Closed,2p.m.–12a.m.,2p.m.–12a.m.,2p.m.–12a.m.,2p.m.–1a.m.,2p.m.–1a.m.,2p.m.–12a.m.
275,1Sh Lounge Bar,4.4,218.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"MK, Lazo trpovski bb, Skopje 1000, North Macedonia",+389 78 297 297,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
276,Bella Vista - Lounge Bar & Restaurant,4.2,1575.0,Italian restaurant,·  Dine-in  ·  Takeout,"Kej 13 noemvri, Skopje, North Macedonia",+389 78 255 842,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
277,Кафе Бар Лонгплеј,4.7,616.0,Bar,·  Curbside pickup  ·  Delivery,"Boulevard Jane Sandanski 84, Skopje 1000, North Macedonia",+389 70 317 436,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
278,Lounge Bar Četiri,5.0,2.0,Bar,,"Karposh, Skopje 1000, North Macedonia",+389 77 890 212,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
279,Lounge Bar & Night Club Aliens,4.8,8.0,Lounge,,"293R+QPP, Skopje 1000, North Macedonia",,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,10a.m.–8p.m.
280,Four,4.5,544.0,Restaurant,·  Dine-in  ·  Takeaway,"Str. 1732 No. 4 Skopje Skopje MK, 1000, North Macedonia",+389 72 828 180,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7AM–1AM
281,La Terrazza Restaurant,4.4,1457.0,Italian restaurant,·  Dine-in  ·  Takeaway,"Plostad Makedonija, Skopje 1000, North Macedonia",+389 2 311 3380,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,9AM–1AM,9AM–1AM,10AM–12AM
282,Kolektiv,4.4,762.0,Restaurant,·  Dine-in  ·  Takeaway,"11th October, Square Macedonia, Skopje 1000, North Macedonia",+389 2 314 4345,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM
283,Distrikt,4.5,772.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"Plostad Makedonija 7, Skopje 1000, North Macedonia",+389 71 238 522,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7:30AM–1AM,7AM–12AM
284,Taverna Toscana,4.7,72.0,Restaurant,·  Dine-in  ·  Takeaway,"Митрополит Теодосиј Гoлоганов 72, Скопје 1000, Mitropolit Teodosij Gologanov 72, Skopje 1000, North Macedonia",+389 72 305 802,2PM–12AM,2PM–12AM,2PM–12AM,2PM–12AM,2PM–1AM,2PM–1AM,2PM–12AM
285,Old City House,4.5,1715.0,Eastern European restaurant,·  Dine-in  ·  Takeaway,"Boulevard Phillip the Second of Macedon 14, Skopje 1000, North Macedonia",+389 2 313 1376,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,12PM–12AM,Closed
286,Gino,4.4,1673.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"GTC floor 1 loc. 205, Skopje 1000, North Macedonia",+389 2 312 1109,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–1AM
287,Restaurant Dva Еlena,4.4,560.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"Zagrebska 31, Skopje 1000, North Macedonia",+389 2 306 0900,10:30AM–12AM,10:30AM–12AM,10:30AM–12AM,10:30AM–12AM,10:30AM–1AM,10:30AM–1AM,10:30AM–11PM
288,Amigos,4.5,1391.0,Mexican restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"Macedonia 11, Skopje 1000, North Macedonia",+389 71 230 315,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,10AM–12AM
289,National Restaurant Makedonska Kukja,4.4,962.0,Eastern European restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"Teodosie Gologanov no 63 nearby Alumina, Mitropolit Teodosij Gologanov, Skopje 1000, North Macedonia",+389 2 329 6415,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM
290,Vodenica Mulino,4.6,751.0,Restaurant,·  Dine-in  ·  Takeaway,"Mitropolit Teodosij Gologanov 69, Skopje 1000, North Macedonia",+389 2 323 2877,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,Closed
291,Skara Bar,4.5,809.0,Restaurant,·  Dine-in  ·  Takeaway,"Varsavska 70, Skopje 1000, North Macedonia",+389 75 727 110,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,12–8PM
292,Carpe Diem - Fine Wine & Dine,4.4,957.0,Restaurant,·  Dine-in  ·  Takeaway,"MK, Кеј 13-ти Ноември, Skopje 1000, North Macedonia",+389 70 355 750,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM
293,Skopski Merak,4.6,3143.0,Eastern European restaurant,·  Dine-in  ·  Kerbside pickup  ·  Delivery,"Ul, Debarca St 51, Skopje 1000, North Macedonia",+389 78 343 630,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,11AM–1AM
294,Dukat Gostilnica,4.6,2033.0,Restaurant,·  Dine-in  ·  Takeaway,"MK, Boulevard Mitropolit Teodosij Gologanov 79, Skopje 1000, North Macedonia",+389 72 306 198,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM
295,Destan,4.0,1384.0,Barbecue restaurant,·  Dine-in  ·  Takeaway,"Казанџиска, Skopje 1000, North Macedonia",+389 2 322 4063,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM
296,Pelister,4.5,2223.0,,,"Boulevard Macedonia, Skopje 1000, North Macedonia",+389 2 311 2482,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–11PM
297,Kaj Serdarot,4.4,312.0,Restaurant,,"XCXP+VH4, Казанџиска, Skopje 1000, North Macedonia",+389 78 802 773,Closed,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM,9AM–11PM
298,Olive,4.5,229.0,Restaurant,·  Dine-in  ·  Takeaway,"Pariska, Skopje 1000, North Macedonia",+389 2 306 6623,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–6PM,Closed
299,Forza Wine Bar & Restaurant,4.2,1669.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"Лондонска 12a, Skopje 1000, North Macedonia",+389 2 307 1200,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–12AM
300,Lyra,4.4,528.0,Restaurant,·  Dine-in  ·  Takeaway,"Nikola Tesla 11, Skopje 1000, North Macedonia",+389 2 308 3020,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM
301,"Gradska Kafeana ""Kaj Jole""",4.5,371.0,Restaurant,·  Dine-in  ·  Takeaway,"Maksim Gorki 18, Skopje 1000, North Macedonia",+389 2 320 0099,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,Closed
302,Chardak,4.3,546.0,Eastern European restaurant,·  Dine-in  ·  Takeaway,"MK, Gjorgji Peshkov, Skopje 1000, North Macedonia",+389 70 410 919,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–1AM,8:30AM–12AM,8:30AM–12AM
303,Sidro,4.5,583.0,Seafood restaurant,·  Dine-in  ·  Takeaway,"Атинска 21, Skopje 1000, North Macedonia",+389 71 277 076,1–11PM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,12–7PM
304,Trend,3.9,1824.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"4, Nikola Vapcarov 2, Skopje 1000, North Macedonia",+389 71 368 846,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM
305,Pivnica An,4.4,157.0,Restaurant,·  Dine-in  ·  Takeaway,"Gradishte, 14, Skopje 1000, North Macedonia",+389 2 321 2111,9:30AM–12AM,9:30AM–12AM,9:30AM–12AM,9:30AM–12AM,9:30AM–1AM,9:30AM–1AM,12:30PM–12AM
306,Restaurant National,4.4,760.0,Eastern European restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"XCVP+829, Булевар Филип Втори Македонски, Skopje 1000, North Macedonia",+389 2 321 4200,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7AM–1AM,7AM–12AM
307,La Puerta,4.5,273.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"ГТЦ Први Кат, страна на жена парк Skopje Skopje MK, 1000, North Macedonia",+389 78 442 897,8AM–11PM,8AM–11PM,8AM–11PM,8AM–11PM,8AM–11PM,8AM–11PM,Closed
308,Nadžak,4.5,753.0,Restaurant,·  Dine-in  ·  Kerbside pickup  ·  Delivery,"MK, Orce Nikolov 105, Skopje 1000, North Macedonia",+389 75 438 148,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM
309,Baba Cana Vodno,4.4,1155.0,Restaurant,·  Dine-in  ·  Takeaway,"Partenija Zografski 34, Skopje 1000, North Macedonia",+389 2 312 6390,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,12–10PM
310,Rock Kafana Rustikana 2.0,4.6,1220.0,Restaurant,·  Dine-in  ·  Kerbside pickup  ·  Delivery,"MK, Boulevard Ilinden 94, Skopje 1000, North Macedonia",+389 75 478 134,,,,,,,
311,Restaurant Kaj Pero,4.4,577.0,Restaurant,·  Dine-in  ·  Takeaway  ·  Delivery,"Orce Nikolov 109, Skopje 1000, North Macedonia",+389 2 323 2898,Closed,2PM–12AM,2PM–12AM,2PM–12AM,2PM–1AM,2PM–1AM,2PM–12AM
312,Restaurant Harmony,4.7,36.0,Macrobiotic restaurant,·  Dine-in  ·  Takeout,"Miroslav Krleza, Skopje 1000, North Macedonia",+389 2 521 3466,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,Closed,Closed
313,Plaza de Toros,4.2,1468.0,Restaurant,·  Dine-in  ·  Takeout,"Kej 13-ti Noemvri no.65, Skopje 1000, North Macedonia",+389 2 322 8155,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,9a.m.–1a.m.,8a.m.–12a.m.
314,Antica,4.6,421.0,Restaurant,·  Dine-in  ·  Curbside pickup,"MK, Debarca 53, Skopje 1000, North Macedonia",+389 77 855 863,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,12p.m.–1a.m.,Closed
315,Idadija M,4.4,345.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"MK Zivko MK, Zhivko Chingo 1, Skopje 1000, North Macedonia",+389 2 312 1312,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–1a.m.,12p.m.–1a.m.,Closed
316,Restoran Domini,4.5,185.0,Restaurant,·  Dine-in  ·  Takeout,"Boulevard Krushevska Republika 27-21, Skopje 1000, North Macedonia",+389 70 242 388,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–10p.m.
317,Restaurant Merkez,3.9,108.0,Turkish restaurant,·  Dine-in  ·  Takeout,"Old Bazaar, Skopje 1000, North Macedonia",+389 71 539 100,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
318,Bure - Barrel,4.1,334.0,Restaurant,·  Dine-in  ·  Takeout,"Bulevar Partizanski Odredi 62 A/1 -8 C5, Skopje 1000, North Macedonia",+389 77 596 066,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
319,Dion,4.1,1536.0,Eastern European restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"XCWM+79Q, Kej 13th November, Skopje 1000, North Macedonia",+389 2 310 1030,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
320,Vavilon Restaurant,4.3,56.0,Restaurant,·  Dine-in  ·  Takeout,"1000 Skopje, 1000, North Macedonia",,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.
321,Tribeca Restaurant & Bar,4.5,659.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Public Enterprise ""Parks and Greenery"", Boulevard Ilinden 1000, Skopje 1000, North Macedonia",+389 70 303 413,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
322,Soul Kitchen - Macedonian Wine & Cuisine,4.4,1837.0,Soul food restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"MK, Кеј 13-ти Ноември, Skopje 1000, North Macedonia",+389 78 887 733,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
323,Balkanika Rustikana,4.6,252.0,Restaurant,·  Dine-in  ·  Takeout,"2C55+RWP, Skopje 1000, North Macedonia",+389 75 444 109,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.
324,Gostilnica Staro Bure,4.4,1227.0,Restaurant,·  Dine-in  ·  Takeout,"293X+C2F, Blvd. Partizanski Odredi, Skopje 1000, North Macedonia",+389 2 307 1804,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–1a.m.,8:30a.m.–1a.m.,1–11p.m.
325,Skadarlija,4.4,370.0,Restaurant,·  Dine-in  ·  Takeout,"Orce Nikolov, Skopje 1000, North Macedonia",+389 2 305 2717,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,12–8p.m.
326,Light,4.5,234.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Mitropolit Teodosij Gologanov 49, Skopje 1000, North Macedonia",+389 71 386 386,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,9a.m.–12a.m.,Closed
327,Casablanca Restaurant,4.7,325.0,Restaurant,·  Dine-in  ·  Takeout,"Skopje 1000, North Macedonia",+389 70 398 634,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Closed
328,St. Patrick,4.4,2196.0,Irish pub,·  Dine-in  ·  Takeout,"Кеј 13-ти Ноември 8, Skopje 1000, North Macedonia",+389 2 325 6337,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
329,511,4.5,122.0,Pizza restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"MK, Vasil Gjorgov 29, Skopje 1000, North Macedonia",+389 2 321 3735,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,12p.m.–12a.m.,12p.m.–12a.m.
330,Brick Eat Restaurant & Bar,4.2,362.0,Restaurant,·  Dine-in  ·  Takeout  ·  No-contact delivery,"Kej 13. Noemvri, Skopje 1000, North Macedonia",+389 76 220 858,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.
331,Restaurant Buket,4.2,83.0,Restaurant,·  Dine-in  ·  Curbside pickup  ·  Delivery,"MK, Boulevard Saint Clement of Ohrid, Skopje 1000, North Macedonia",+389 2 311 2112,9a.m.–6p.m.,9a.m.–6p.m.,9a.m.–6p.m.,9a.m.–6p.m.,9a.m.–6p.m.,9a.m.–6p.m.,Closed
332,Temov brewery,4.3,940.0,Brewpub,·  Dine-in,"Samoilova, Skopje 1000, North Macedonia",+389 75 235 782,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
333,Matto Napoletano,4.6,224.0,Italian restaurant,·  Dine-in  ·  Curbside pickup,"Debarca 2a, Skopje 1000, North Macedonia",+389 71 343 063,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11p.m.,8a.m.–11:30p.m.
334,Uranija,4.4,137.0,Restaurant,·  Dine-in  ·  Takeout,"2C4C+FQ4, Skopje 1000, North Macedonia",+389 2 311 8030,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.
335,Jadica Restoran,4.6,180.0,Seafood restaurant,·  Dine-in  ·  Takeout,"Varsavska 6, Skopje 1000, North Macedonia",+389 2 307 1001,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–9p.m.
336,Granche Restaurant,4.9,16.0,Restaurant,·  Dine-in  ·  Takeout,"Boulevard 8-mi Septemvri 18, Skopje 1000, North Macedonia",+389 70 353 611,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Closed
337,Turist,4.0,23.0,Turkish restaurant,·  Dine-in  ·  Takeout,"MK Maksim Gorki no.5/1 Skopje 1000, North Macedonia",,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.
338,Taverna Trpe-Zarija,4.6,31.0,Seafood restaurant,·  Dine-in  ·  Takeout,"Naum Naumovski Borche 56, Skopje 1000, North Macedonia",+389 70 806 080,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.
339,Brunch Box Eatery,4.7,100.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Диме Аницин 15, Skopje 1000, North Macedonia",+389 77 661 424,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–5p.m.,9:30a.m.–3:30p.m.,Closed
340,Day and Night Restaurant,4.3,609.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"ul skupi bb Скопје MK MK, 1000, North Macedonia",+389 2 309 6096,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,Closed
341,Meana Gros,4.3,548.0,Restaurant,·  Dine-in  ·  Takeout,"MK, Nikola Rusinski 1, Skopje 1000, North Macedonia",+389 77 973 155,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
342,Gurman,4.5,197.0,Restaurant,·  Dine-in  ·  Takeout,"Mother Teresa 6, Skopje 1000, North Macedonia",+389 2 317 6200,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,Closed
343,Casa Cubana,4.3,1217.0,Cuban restaurant,·  Dine-in  ·  Takeout,"Кеј 13-ти Ноември b.b., Skopje 1000, North Macedonia",+389 71 310 404,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
